ACCOUNT_ID,PERF_TARGET_90DPD_24M,FICOCV2,FICOCV3,VANTAGE4,TOT_OPEN_TL,TOT_TL,OLDEST_TL_MTHS,REVOL_UTIL,TOT_BAL,REVOL_BAL,INSTALL_BAL,NUM_30DPD_12M,NUM_60DPD_12M,NUM_90DPD_24M,WORST_DPD_12M,NUM_INQ_6M,NUM_NEW_TL_12M,MONTHS_SINCE_DLQ,NUM_PUBLIC_RECORDS,NUM_COLLECTIONS,PCT_TL_CURRENT,TOT_HI_CRED,TOT_MONTHLY_PMT,NUM_BANKRUPT,MTHS_SINCE_BANKRUPT,AVG_TL_AGE_MTHS,EFX_BEACON_5,EFX_BEACON_9,EFX_TOT_REV_TL,EFX_TOT_INST_TL,EFX_REV_UTIL_PCT,EFX_MTHS_OLDEST_TL,EFX_NUM_SATISF_TL,EFX_NUM_DEROG_TL,EFX_TOT_BAL_EXCL_MORT,EFX_NUM_DPD30_EVER,EFX_MAX_DPD_24M,EFX_NUM_INQ_3M,EFX_NUM_INQ_12M,EFX_OPEN_AUTO_TL,EFX_OPEN_MTG_TL,EFX_TOT_PAST_DUE_AMT,EFX_DEBT_TO_INC_RATIO,TU_FICO8,TU_FICO_AUTO8,TU_CV_LINK_SCORE,TU_TOT_OPEN_TL,TU_REVOL_UTIL,TU_NUM_30DPD_24M,TU_NUM_90DPD_EVER,TU_CV_PAYMENT_VELOCITY,TU_CV_BAL_TREND_24M,TU_MTHS_SINCE_OLDEST,TU_NUM_COLLECTIONS,TU_NUM_NEW_TL_6M,TU_TOT_BAL,TU_NUM_BANKRUPT,TU_PCT_TL_NEVER_DLQ,LN_RISKVIEW_SCORE,LN_RISKVIEW_LIENS_SCORE,LN_ADDR_STABILITY,LN_MTHS_AT_CURR_ADDR,LN_NUM_ADDR_CHANGES_5Y,LN_PROPERTY_OWNER,LN_EST_INCOME,LN_NUM_PROP_DEEDS,LN_TOT_PROP_VALUE,LN_NUM_TAX_LIENS,LN_NUM_EVICTIONS,LN_NUM_FELONIES,LN_FRAUD_POINT_SCORE,LN_ID_VERIFICATION,LN_PHONE_VERIFICATION,LN_NUM_ASSOC_ADDR,LN_PROF_LICENSE,INT_APP_REQUESTED_AMT,INT_APP_STATED_INCOME,INT_DTI_RATIO,INT_LTV_RATIO,INT_TERM_MONTHS,INT_APP_CHANNEL,INT_EXISTING_CUST,INT_MTHS_RELATIONSHIP,INT_NUM_EXISTING_ACCTS,INT_CHECKING_BAL_AVG_3M,INT_NUM_NSF_6M,INT_DIRECT_DEPOSIT,INT_EMPLOYMENT_LENGTH_YRS,INT_HOUSING_STATUS,INT_PREV_APPS_12M,INT_INTERNAL_SCORE,INT_APPL_PURPOSE,INT_COBORROWER_FLAG,INT_STATE,PERF_TARGET_30DPD_12M,PERF_TARGET_60DPD_12M,PERF_TARGET_CHARGEOFF_24M,PERF_WORST_DPD_12M,PERF_MONTHS_ON_BOOK,PERF_CURRENT_BAL,PERF_NUM_PMTS_MADE,PERF_NUM_MISSED_PMTS,PERF_LOSS_AMOUNT,PERF_ACCOUNT_STATUS,PERF_ORIGINATION_DATE,PERF_INTEREST_RATE
CR0000018,0,802,764,850,3,-7,218,60.25,83263,0,39606,2,0,0,0,4,0,62,1,2,100,74970,1112,0,71,21.81,799,806,2,2,34.04,256,15,0,-1,3,0,0,6,0,0,0,14.36,725,724,765,0,50.4,1,0,44.82,2,147,0,1,130528,0,100,832,729,83,33,2,1,49982,4,27304,0,0,0,174,2,1,0,0,0,27077,54.63,-1,-1,1,0,17,5,0,0,0,4.86,2,0,758,-1,0,6,0,0,0,0,66,7601.64,13,0,0,1,-1,24.31
CR0000019,0,694,810,825,28,18,279,54.97,195831,19125,41625,1,0,0,0,0,5,71,0,0,100,-1,338,0,15,126.02,850,745,0,5,58.75,-1,20,0,67836,0,0,0,2,2,0,0,0,787,852,848,16,8.85,1,0,63.58,3,346,0,0,100558,0,69.36,810,627,54,44,1,1,57964,-5,0,0,0,0,445,1,0,7,-5,10680,113708,24.91,-1,-1,6,0,24,0,0,4,1,6.69,2,0,520,-1,0,13,0,0,0,0,73,-7,50,0,180.12,3,-1,19.02
CR0000020,0,641,750,784,13,18,339,0,0,69928,0,0,0,1,0,4,4,1,0,0,78.53,179711,2472,0,15,174.19,761,713,10,9,27.78,296,27,1,1433,4,0,0,1,1,1,614,54.7,715,703,838,11,21.31,0,0,41.43,3,213,3,1,121594,0,71.0,776,788,92,42,0,0,66552,1,693516,0,0,0,397,2,1,4,0,10286,105579,52.0,-1,-1,2,0,0,4,3441.4,0,1,6.37,1,0,793,-1,0,16,0,0,0,0,58,3688.43,9,1,1541.3,1,-1,14.73
CR0000021,0,784,850,824,7,10,307,40.96,151985,31168,54717,0,0,0,2,2,1,31,0,1,100,0,0,0,74,37.6,850,828,8,5,54.95,331,18,1,0,2,0,0,2,0,1,0,58.3,720,778,728,17,79.75,0,1,79.79,2,243,0,0,20062,0,51.54,722,756,47,-1,-1,1,62487,2,190692,0,0,0,255,3,1,3,1,8570,147458,38.16,-1,-1,-7,0,52,0,19558.22,3,1,9.15,2,0,575,-1,-7,49,0,0,0,0,46,12640.65,37,3,4607.42,4,-1,20.75
CR0000022,-1,644,624,602,16,22,234,59.88,64484,-1,9406,2,1,1,2,2,2,89,0,0,95.64,25132,809,0,141,120.53,682,577,9,9,31.83,134,17,1,0,2,0,0,5,1,0,6340,64.54,696,704,740,6,47.99,1,2,32.26,1,279,0,0,22606,0,79.51,593,668,-5,133,1,1,79691,0,513649,0,0,0,106,2,1,8,0,24163,59601,45.72,-1,-1,2,1,0,4,2445.27,0,0,2.98,3,0,616,-1,0,35,0,-1,0,0,66,0,31,4,0,3,-1,19.22
CR0000023,0,807,800,643,12,9,93,0,147683,0,3580,0,0,0,3,0,4,37,0,0,97.8,125614,974,0,128,109.78,754,711,2,9,9.73,254,4,0,4699,6,24,0,2,0,0,16,-7,777,864,787,2,68.37,0,1,79.78,2,129,0,0,0,0,78.4,792,680,45,13,0,1,152647,2,59988,0,0,0,197,1,1,4,1,3004,69704,11.15,-1,-1,3,1,82,0,1329.12,0,0,5.3,4,2,691,-1,0,30,-1,0,0,0,45,3211.86,67,1,0,1,-1,22.99
CR0000024,0,690,-1,735,11,32,342,75.87,0,0,0,0,0,0,0,3,0,64,0,0,88.38,0,728,0,40,60.57,760,-7,11,5,44.95,77,16,1,57217,0,26,2,5,1,0,0,-7,677,866,726,15,22.11,1,0,67.17,2,-7,0,1,0,0,100,553,830,96,13,2,0,-5,0,0,1,0,0,-1,3,1,9,0,0,97669,25.0,-1,-1,4,0,0,0,4093.92,2,0,9.55,1,0,621,-1,0,14,0,0,0,0,40,0,0,2,2167.4,1,-1,14.1
CR0000025,0,783,799,728,2,0,230,36.71,64865,0,-1,0,0,1,1,1,0,65,0,4,80.99,163093,1043,0,36,132.55,831,758,10,5,0,188,20,0,30255,1,4,2,0,1,1,689,42.43,841,717,752,4,72.21,2,1,100,1,0,0,2,116695,0,75.03,-3,878,90,2,1,0,41806,0,341079,0,1,0,231,1,1,5,0,22,75267,56.15,-1,-1,2,0,-7,3,14916.54,1,0,6.8,2,0,661,-1,0,1,-7,0,0,1,58,6632.93,20,1,2733.91,3,-1,31.9
CR0000026,0,769,824,730,0,24,193,0.61,72424,49297,6552,0,0,-7,3,-7,2,4,0,1,84.08,216346,39,0,216,105.18,785,613,6,10,44.69,232,35,0,50873,0,8,0,0,0,1,-7,40.7,797,741,765,5,75.65,0,0,56.12,1,0,0,0,51661,0,73.61,778,682,43,120,3,1,92580,0,233955,0,0,0,205,3,1,7,0,9043,71553,59.12,-1,-1,3,1,0,0,0,1,1,5.26,4,0,971,-1,0,38,0,0,0,1,0,5421.42,3,1,0,1,-1,27.26
CR0000027,0,837,789,784,15,48,35,97.31,50747,13165,0,0,0,1,2,2,3,68,0,0,76.07,31403,0,0,87,137.28,778,735,5,4,9.33,212,44,1,50433,0,0,0,4,0,0,0,0,751,813,757,19,57.56,0,-7,58.18,2,457,0,0,76080,0,74.87,678,823,98,165,3,0,157701,0,142956,0,1,0,377,2,0,5,1,400,89937,44.06,-1,-1,1,0,68,0,4417.41,0,0,2.55,2,1,847,-1,0,24,0,0,0,1,9,8454.17,17,0,0,3,-1,28.42
CR0000028,0,850,719,801,7,21,237,37.03,0,44850,28445,0,0,0,0,2,2,85,0,4,74.34,250865,1154,0,169,68.46,801,794,11,6,6.9,314,20,1,54392,3,4,1,3,0,0,0,31.94,742,578,850,13,61.95,1,1,49.4,2,101,0,1,76959,0,82.52,869,855,-7,112,4,1,131342,1,0,0,-1,0,141,1,1,8,0,4527,97744,19.29,-1,-1,6,0,166,1,0,-7,0,13.73,3,1,896,-1,0,1,0,0,0,0,15,0,79,2,1735.37,1,-1,23.13
CR0000029,0,775,747,767,18,0,199,1.16,0,52303,46138,1,0,0,0,2,3,0,0,2,100,203197,1804,0,20,149.12,684,735,9,1,52.57,193,8,2,66938,3,21,0,3,0,0,355,33.87,770,794,806,7,-1,0,1,53.4,2,-7,3,1,107666,0,100,619,644,42,113,2,1,124032,0,275803,0,1,0,0,1,1,0,0,14934,100753,31.14,-1,-1,3,1,45,4,0,0,0,0,4,1,635,-1,0,27,0,0,0,0,52,1668.89,32,0,0,3,-1,29.86
CR0000030,0,719,833,815,6,4,0,101.65,84722,37955,18701,0,0,0,1,0,-1,28,0,2,100,101107,395,0,12,144.55,696,765,0,5,26.08,262,29,0,106672,2,9,1,5,0,1,3987,18.69,-4,870,775,11,10.32,2,0,35.85,1,299,-5,2,14465,-1,38.71,810,717,96,0,2,1,45308,3,325647,0,0,0,406,2,1,4,0,4311,184731,19.12,-1,-1,1,1,0,0,12608.2,3,0,4.87,2,0,743,-1,0,26,0,0,0,0,38,0,23,2,1119.77,-7,-1,24.13
CR0000031,0,781,765,804,19,55,93,31.27,111822,0,10656,1,0,0,0,1,2,44,0,2,100,173859,4136,0,87,0,811,816,11,9,3.25,204,30,1,1619,5,21,0,3,0,0,0,40.76,710,842,765,4,58.53,1,0,55.29,2,277,1,2,97284,0,82.9,797,708,100,86,2,1,-7,2,257573,0,0,0,78,1,1,3,0,12539,127342,60.3,-1,-1,3,1,32,-7,14197.38,0,0,0,1,1,555,-1,0,48,0,0,0,0,74,1194.43,39,2,4698.48,2,-1,23.05
CR0000032,0,850,850,798,7,24,141,61.33,58005,18269,0,0,0,1,0,0,0,35,1,2,96.18,196908,836,0,28,113.3,765,850,12,3,2.26,177,0,1,0,4,1,0,0,0,0,0,45.34,656,692,803,17,17.02,0,0,84.39,2,77,1,0,-7,0,75.74,675,651,90,0,0,1,109135,0,630225,0,0,0,283,2,0,5,0,6868,56279,32.78,-1,-1,1,1,127,3,0,0,0,7.08,3,1,802,-1,0,11,0,0,0,0,26,3292.23,58,1,0,1,-1,25.97
CR0000033,0,761,780,778,22,26,172,8.49,0,19848,52701,1,0,0,1,1,4,64,0,0,100,95629,1372,1,158,122.43,839,754,4,3,36.66,101,23,2,18904,0,0,2,0,2,1,1472,25.66,850,789,692,8,1.2,2,2,55.04,1,200,0,1,126864,0,55.7,713,791,39,7,2,0,60219,2,373989,0,0,0,402,1,1,2,0,15590,35903,6.48,-1,-1,5,0,0,2,16915.54,1,0,9.48,2,0,543,-1,0,24,0,0,-1,1,0,4023.91,38,1,0,-7,-1,27.71
CR0000034,-7,713,624,774,8,35,175,32.85,141767,69416,20114,1,1,0,0,0,3,97,0,1,83.1,278150,1822,0,41,126.06,660,657,5,2,61.4,240,7,-1,0,5,21,0,1,1,0,2139,47.02,610,666,672,19,56.88,0,0,44.49,1,206,0,0,2657,0,100,643,574,36,113,4,1,47628,2,10323,0,0,0,231,3,1,4,0,18824,113411,28.46,-1,-1,4,0,94,5,1403.77,1,1,4.44,2,1,693,-1,0,42,0,-7,0,0,34,7797.28,19,0,2544.94,1,-1,31.12
CR0000035,0,850,811,668,10,9,237,46.17,44654,0,22354,0,0,0,1,7,5,14,0,1,100,183022,2704,0,-7,139.87,850,850,0,4,0.48,155,17,0,0,3,0,0,5,0,1,0,14.52,784,723,729,13,2.49,0,1,57.72,2,129,2,1,78165,0,-1,749,711,66,113,-7,1,51958,1,420131,0,0,0,188,1,1,3,0,10740,42354,24.95,-1,-1,4,0,52,0,23152.81,0,1,10.45,3,0,610,-1,0,20,0,0,0,0,5,4577.64,0,1,0,1,-1,24.41
CR0000036,0,681,850,739,0,38,145,59.81,0,45861,36938,0,0,0,0,0,2,100,0,3,100,146161,3495,0,115,154.16,789,829,0,7,24.36,-5,26,2,44621,0,3,1,0,1,0,154,36.72,850,739,636,14,33.17,1,0,25.05,3,114,0,2,548,0,96.55,721,764,62,186,1,0,60083,0,0,0,0,0,364,1,1,3,0,3075,105224,40.1,-1,-1,4,0,58,0,44434.11,1,0,8.35,2,0,632,-1,0,20,0,0,0,0,62,2534.83,-7,1,0,1,-1,27.63
CR0000037,0,833,814,850,0,4,230,82.73,0,21560,0,2,1,0,1,-7,2,101,0,1,85.24,124224,2013,0,58,104.26,684,797,9,3,93.35,246,23,0,17100,2,0,2,9,1,0,0,23.4,777,900,758,5,29.79,0,2,68.74,2,312,2,0,39334,0,62.63,807,846,70,0,4,0,74039,0,492799,0,0,0,105,2,1,5,0,0,94635,1.13,-1,-1,3,1,0,0,34812.28,1,0,0,2,1,873,-1,0,42,0,0,0,0,48,5858.72,73,2,3043.81,1,-1,19.26
CR0000038,0,701,850,772,2,18,226,20.48,13108,37070,-7,1,0,1,1,3,4,0,0,1,100,343776,0,0,-7,-7,792,738,3,6,15.21,140,30,1,21869,0,15,3,2,0,1,1732,23.31,805,809,744,0,92.18,2,0,75.2,4,234,3,0,86139,0,96.45,869,730,100,71,3,1,61859,0,288565,0,0,0,0,2,1,3,0,14037,30504,43.63,-1,-1,4,-7,28,3,27390.18,0,1,0.49,3,1,582,-1,0,33,0,0,0,0,62,2123.84,70,0,1584.95,2,-1,25.82
CR0000039,0,801,827,620,11,10,229,28.85,128274,39327,49919,0,0,0,0,0,2,0,0,0,100,170704,2103,0,114,85.59,785,736,13,7,0,95,34,1,45581,0,85,0,2,1,0,0,24.35,804,818,748,31,1.59,0,0,73.1,2,249,0,1,36636,0,64.96,753,800,69,91,1,0,81000,2,252975,0,0,0,416,2,0,7,-5,-7,139471,28.62,-1,-1,3,0,75,1,11975.55,2,0,0,1,0,666,-1,0,36,0,-7,0,0,58,4556.18,41,0,0,1,-1,21.5
CR0000040,0,714,798,819,20,14,144,74.88,0,9734,69894,1,0,1,0,2,4,63,0,-1,100,224303,276,0,75,128.01,647,744,10,10,5.54,259,16,0,22051,0,0,1,3,1,1,2320,16.89,728,807,770,0,41.5,1,0,47.3,1,304,1,2,25003,0,85.9,681,810,79,122,3,0,81326,1,0,0,0,0,115,2,0,3,1,0,96317,3.5,-1,-1,4,0,20,0,3897.02,0,1,6.4,1,1,543,-1,0,-7,0,0,0,0,0,0,60,1,-7,3,-1,34.59
CR0000041,0,775,850,700,24,8,331,78.77,167532,0,25409,1,1,0,0,1,2,10,0,0,78.29,121212,2698,0,57,82.98,-7,850,7,7,35.05,93,25,1,123822,2,68,-7,4,0,1,0,79.61,849,670,770,15,44.17,2,0,54.1,2,221,1,2,40121,0,75.61,876,734,50,73,0,1,137938,3,21019,0,0,0,155,1,1,3,1,14213,28310,46.87,-1,-1,4,0,47,1,24544.35,0,-1,4.97,3,0,736,-1,0,20,0,0,0,1,49,5594.08,32,0,667.88,2,-1,10.32
