ACCOUNT_ID,PERF_TARGET_90DPD_24M,FICOCV2,FICOCV3,VANTAGE4,TOT_OPEN_TL,TOT_TL,OLDEST_TL_MTHS,REVOL_UTIL,TOT_BAL,REVOL_BAL,INSTALL_BAL,NUM_30DPD_12M,NUM_60DPD_12M,NUM_90DPD_24M,WORST_DPD_12M,NUM_INQ_6M,NUM_NEW_TL_12M,MONTHS_SINCE_DLQ,NUM_PUBLIC_RECORDS,NUM_COLLECTIONS,PCT_TL_CURRENT,TOT_HI_CRED,TOT_MONTHLY_PMT,NUM_BANKRUPT,MTHS_SINCE_BANKRUPT,AVG_TL_AGE_MTHS,EFX_BEACON_5,EFX_BEACON_9,EFX_TOT_REV_TL,EFX_TOT_INST_TL,EFX_REV_UTIL_PCT,EFX_MTHS_OLDEST_TL,EFX_NUM_SATISF_TL,EFX_NUM_DEROG_TL,EFX_TOT_BAL_EXCL_MORT,EFX_NUM_DPD30_EVER,EFX_MAX_DPD_24M,EFX_NUM_INQ_3M,EFX_NUM_INQ_12M,EFX_OPEN_AUTO_TL,EFX_OPEN_MTG_TL,EFX_TOT_PAST_DUE_AMT,EFX_DEBT_TO_INC_RATIO,TU_FICO8,TU_FICO_AUTO8,TU_CV_LINK_SCORE,TU_TOT_OPEN_TL,TU_REVOL_UTIL,TU_NUM_30DPD_24M,TU_NUM_90DPD_EVER,TU_CV_PAYMENT_VELOCITY,TU_CV_BAL_TREND_24M,TU_MTHS_SINCE_OLDEST,TU_NUM_COLLECTIONS,TU_NUM_NEW_TL_6M,TU_TOT_BAL,TU_NUM_BANKRUPT,TU_PCT_TL_NEVER_DLQ,LN_RISKVIEW_SCORE,LN_RISKVIEW_LIENS_SCORE,LN_ADDR_STABILITY,LN_MTHS_AT_CURR_ADDR,LN_NUM_ADDR_CHANGES_5Y,LN_PROPERTY_OWNER,LN_EST_INCOME,LN_NUM_PROP_DEEDS,LN_TOT_PROP_VALUE,LN_NUM_TAX_LIENS,LN_NUM_EVICTIONS,LN_NUM_FELONIES,LN_FRAUD_POINT_SCORE,LN_ID_VERIFICATION,LN_PHONE_VERIFICATION,LN_NUM_ASSOC_ADDR,LN_PROF_LICENSE,INT_APP_REQUESTED_AMT,INT_APP_STATED_INCOME,INT_DTI_RATIO,INT_LTV_RATIO,INT_TERM_MONTHS,INT_APP_CHANNEL,INT_EXISTING_CUST,INT_MTHS_RELATIONSHIP,INT_NUM_EXISTING_ACCTS,INT_CHECKING_BAL_AVG_3M,INT_NUM_NSF_6M,INT_DIRECT_DEPOSIT,INT_EMPLOYMENT_LENGTH_YRS,INT_HOUSING_STATUS,INT_PREV_APPS_12M,INT_INTERNAL_SCORE,INT_APPL_PURPOSE,INT_COBORROWER_FLAG,INT_STATE,PERF_TARGET_30DPD_12M,PERF_TARGET_60DPD_12M,PERF_TARGET_CHARGEOFF_24M,PERF_WORST_DPD_12M,PERF_MONTHS_ON_BOOK,PERF_CURRENT_BAL,PERF_NUM_PMTS_MADE,PERF_NUM_MISSED_PMTS,PERF_LOSS_AMOUNT,PERF_ACCOUNT_STATUS,PERF_ORIGINATION_DATE,PERF_INTEREST_RATE
MO0000011,0,634,663,747,23,43,173,27.15,380176,0,92019,2,0,0,0,0,2,82,0,0,100,225510,2554,0,12,217.93,683,701,23,5,22.99,223,-5,-7,7027,0,0,1,3,2,1,1131,45.44,749,838,797,24,51.07,0,0,63.34,1,183,0,0,221350,0,99.45,732,749,58,130,1,1,0,2,1435294,0,0,0,125,1,1,0,0,235113,36157,43.79,57.72,404,3,1,0,0,37178.23,2,1,-1,3,0,869,1,1,12,0,0,0,0,112,31844.51,0,1,32148.11,1,-1,6.8
MO0000012,0,793,766,812,4,23,255,20.26,73302,34020,68701,1,0,0,0,1,2,86,0,0,95.23,745498,6699,0,66,-7,850,793,10,5,39.74,255,35,1,74701,0,10,1,3,0,1,1164,43.56,787,861,749,19,17.27,0,0,86.19,1,255,2,2,-7,0,74.74,759,900,59,110,1,1,181495,2,428274,0,0,0,56,1,1,6,0,528933,227642,41.15,64.65,261,3,1,0,1,0,1,0,-1,2,0,748,2,1,29,0,0,0,0,69,482002.22,2,1,5591.58,-7,-1,7.26
MO0000013,0,819,775,761,0,43,27,61.19,0,30923,0,0,0,0,0,0,2,11,0,0,100,579092,5347,0,42,177.04,790,833,24,11,0,221,5,2,92471,-7,15,3,0,0,2,0,30.34,761,767,722,0,41.49,0,0,48.85,3,-1,0,0,564326,0,100,816,647,87,0,2,0,109358,0,841744,0,0,0,278,1,1,3,1,397941,0,43.1,86.82,350,4,1,0,0,25140.73,0,0,6.66,2,0,786,2,1,5,0,0,0,1,0,9496.08,121,0,10641.35,3,-1,7.54
MO0000014,0,806,744,663,24,26,232,47.5,0,45151,3586,0,0,0,0,1,4,94,0,0,75.5,1003898,4802,0,80,102.13,663,834,16,6,52.2,378,39,0,12119,1,0,4,0,1,0,0,45.0,732,760,785,21,0,0,0,69.13,1,259,0,1,111850,0,71.58,786,830,92,175,0,1,36451,0,748790,0,0,0,298,1,1,-1,1,208769,318599,47.85,65.67,378,1,0,0,0,0,0,0,3.05,2,1,568,1,0,38,0,0,0,0,33,519067.82,60,1,0,1,-1,7.29
MO0000015,0,761,749,794,8,63,155,82.73,429720,11351,91373,1,0,0,1,2,4,87,0,0,99.55,0,0,0,107,71.68,800,850,14,1,22.79,174,25,0,36638,3,6,3,3,1,1,11174,29.57,701,703,841,17,8.13,1,0,48.25,2,38,0,0,0,0,86.54,797,753,85,147,1,1,73862,1,978972,0,0,0,85,2,1,3,0,336905,14578,36.87,77.16,367,2,1,49,0,25822.26,0,1,3.09,2,1,667,2,0,38,0,0,0,0,0,0,-7,0,0,2,-1,7.23
MO0000016,0,785,741,827,17,41,144,35.3,274505,0,0,0,0,0,0,6,1,165,0,1,100,580267,5965,0,0,130.11,850,815,2,4,21.31,293,11,1,0,2,0,0,3,0,0,0,38.48,774,768,790,23,16.63,0,0,73.24,2,286,1,1,99989,0,87.06,702,842,98,155,1,1,3524,1,185781,0,0,0,256,2,1,3,0,731835,65812,30.24,-1,295,5,0,22,2,0,0,0,1.01,4,0,600,2,1,13,0,0,0,0,96,784643.89,53,0,27580.75,1,-1,4.82
MO0000017,0,754,793,722,19,47,115,42.2,457078,0,27483,0,0,1,1,1,3,1,0,0,92.81,1139340,0,0,108,49.28,850,705,11,6,29.38,386,0,0,113625,3,30,0,7,2,3,4524,49.24,725,830,813,24,38.46,1,0,64.75,2,128,0,1,310999,0,100,694,900,51,167,0,0,196610,1,833154,0,0,0,180,1,1,1,0,171536,157414,62.63,62.04,215,3,0,76,1,3406.02,2,-7,8.3,2,0,-7,1,0,28,0,0,0,0,45,238714.16,61,1,115.65,2,-1,6.95
MO0000018,0,762,809,729,11,31,109,64.3,417588,12264,0,1,0,0,0,0,3,77,0,2,100,258251,4353,0,159,156.03,758,717,13,1,27.73,310,28,0,45236,1,34,1,-1,1,1,0,51.19,850,853,805,29,0,1,0,54.8,1,268,-5,1,264399,0,100,682,831,75,0,2,0,201672,3,-7,0,0,0,127,2,1,7,0,74012,117,30.1,77.6,409,-7,0,0,0,-7,1,0,7.04,3,0,719,1,0,18,0,0,0,0,46,352322.03,91,0,5776.25,1,-1,8.51
MO0000019,0,686,836,795,19,21,236,3.75,353160,35009,9168,0,0,0,0,0,2,86,0,0,92.08,1066988,8078,0,41,194.94,848,705,19,7,-5,341,38,2,13205,0,26,1,0,1,0,152,39.41,767,684,850,10,0,0,0,72.81,2,0,1,1,327436,0,84.06,819,878,69,0,0,1,90501,3,168750,0,0,0,188,1,1,3,0,689085,133147,50.56,64.09,352,2,0,10,1,21092.31,0,0,25.55,2,1,784,1,0,22,0,0,0,1,53,365048.86,99,0,0,2,-1,8.51
MO0000020,0,764,722,777,19,24,258,20.48,0,38149,68161,0,0,0,1,2,2,10,0,0,87.16,285333,0,0,0,145.77,831,850,13,5,37.24,124,39,1,21863,0,0,0,6,1,2,1423,41.39,707,713,753,21,-7,0,1,71.5,2,213,2,0,415371,0,-5,727,697,96,104,2,1,141919,1,-7,0,0,0,261,1,1,3,1,528666,81176,37.1,77.14,325,3,0,0,1,0,1,1,17.98,3,0,866,1,1,25,0,0,0,0,60,282801.83,17,1,3398.03,1,-1,4.49
MO0000021,0,715,817,850,19,34,286,58.85,243686,0,79438,0,0,0,0,1,0,122,0,0,85.0,52902,0,0,85,3.2,850,850,5,11,20.64,212,6,-1,8928,0,0,1,3,0,3,4415,27.09,798,759,827,8,67.05,0,1,52.55,1,366,0,0,294225,0,100,809,703,65,167,2,1,80650,4,182111,0,0,0,103,2,1,-7,0,178395,111522,34.47,77.91,246,2,0,84,0,37087.64,0,1,12.88,3,1,620,2,1,34,0,0,0,0,55,536460.41,17,1,20373.38,1,-1,7.31
MO0000022,0,850,768,850,0,12,175,18.25,386774,39600,14792,0,0,0,0,4,1,36,0,0,86.85,799639,3310,0,213,98.1,784,779,21,2,36.64,132,30,0,23326,1,0,2,2,1,1,1004,46.67,761,698,727,13,42.52,0,0,87.41,2,241,1,1,553238,0,98.03,722,-7,76,80,0,1,131437,1,862867,-5,0,0,-5,1,1,1,0,266341,0,45.7,80.2,255,2,0,0,0,0,1,0,12.35,3,0,635,3,0,38,0,0,0,0,0,119882.16,9,0,2300.52,1,-1,8.37
MO0000023,0,783,700,831,20,26,126,66.06,415173,0,71061,0,0,0,0,2,1,213,0,1,90.06,942296,3147,0,-1,119.36,807,750,8,5,88.0,186,34,0,0,1,25,2,0,2,1,1439,35.18,781,756,740,17,28.27,1,0,56.74,2,92,0,1,29867,0,100,676,728,73,102,0,0,60335,0,636965,0,0,0,152,2,0,7,0,98296,276254,41.27,74.95,255,5,0,31,1,0,1,0,5.66,4,0,643,2,0,56,0,0,-1,0,105,68675.55,73,0,41330.46,2,-1,5.95
MO0000024,0,839,782,747,0,40,355,44.43,163911,16621,40048,0,0,0,1,0,2,54,0,0,100,0,0,0,109,159.01,759,666,25,4,22.26,110,0,1,55834,0,0,0,3,0,2,3746,56.72,837,675,725,19,52.14,0,0,43.11,2,139,0,2,775765,0,99.11,773,816,93,63,1,1,78123,0,641392,0,0,0,180,1,1,4,1,538272,79615,41.29,77.03,247,1,0,57,1,0,0,0,6.76,1,1,787,1,1,32,0,0,0,0,126,0,96,0,7292.04,1,-1,6.47
MO0000025,0,780,827,732,9,38,259,5.28,352117,-1,22084,0,0,0,0,5,0,179,0,0,91.21,541268,0,0,102,59.97,774,744,5,6,8.46,297,25,0,55741,0,0,4,0,1,2,834,28.89,850,658,829,11,0,0,0,50.61,1,304,1,0,0,0,100,867,827,69,0,0,0,132108,2,1030649,0,0,-5,157,2,1,5,1,193363,142264,27.61,62.03,351,1,0,104,1,18338.69,0,1,5.12,3,1,539,1,1,7,0,0,0,0,91,312703.59,12,0,0,1,-1,6.99
MO0000026,0,757,772,798,20,21,38,76.53,705610,0,0,1,0,0,0,0,2,0,0,0,88.04,564509,3332,0,59,50.09,-2,672,18,9,24.24,377,20,1,40710,1,0,2,2,1,2,0,66.26,833,769,746,18,45.51,0,0,-5,2,35,0,0,329218,0,100,755,735,65,8,2,1,48774,2,1232244,0,0,0,219,1,1,6,0,291342,140596,39.99,99.5,361,3,0,0,1,1973.57,0,0,0.24,4,0,734,2,1,34,0,0,0,0,65,689188.19,73,0,0,1,-1,6.36
MO0000027,0,725,796,850,4,30,225,27.87,62038,0,0,0,0,0,0,2,1,97,0,2,100,0,19,0,134,180.68,823,820,11,2,12.95,245,22,0,69948,3,-5,3,6,-7,2,0,23.38,771,809,746,12,50.39,1,0,57.8,1,8,0,0,482501,0,93.44,794,803,100,33,1,1,81600,0,556222,0,0,0,165,1,1,4,0,155666,18785,36.55,78.49,342,1,0,23,1,20151.63,0,0,16.55,3,0,812,3,0,24,0,0,0,0,0,187147.15,79,1,15469.16,1,-1,5.35
MO0000028,0,819,792,850,7,29,367,0,186219,0,0,0,0,0,0,8,2,58,0,1,98.03,371536,425,0,104,44.57,747,842,19,3,3.81,59,40,0,56054,1,0,2,0,0,1,5473,35.99,850,881,770,3,22.05,1,0,69.53,2,132,0,0,148198,0,100,674,847,85,169,0,1,136286,1,743714,0,-7,0,188,1,0,3,1,155235,43215,42.24,66.7,328,3,0,0,1,48542.73,0,0,10.94,3,1,797,2,0,21,0,0,0,0,0,84083.55,28,1,6684.61,1,-1,5.49
MO0000029,0,734,817,699,5,57,-1,59.84,293371,32671,22077,0,0,0,-7,4,3,-1,0,0,88.6,646259,690,0,64,81.47,810,801,8,7,10.39,194,56,0,21608,1,11,0,2,2,0,0,63.77,850,787,814,10,6.43,0,1,99.1,-5,319,1,-5,314538,0,71.01,733,834,73,86,0,1,0,1,905762,0,0,0,280,1,1,7,0,282126,123211,31.63,66.6,296,2,1,78,0,11473.8,1,0,3.16,4,0,728,1,1,1,0,0,0,0,0,516557.3,82,0,6234.5,2,-1,7.35
MO0000030,0,850,815,673,15,22,159,50.87,0,19059,26625,-1,0,0,0,1,3,18,0,0,89.07,359143,10367,0,0,133.71,758,850,-5,6,56.59,276,38,0,76302,-7,1,1,3,1,3,4917,44.08,810,837,665,24,-5,0,0,59.57,2,261,1,1,149136,0,92.59,769,747,57,160,0,1,90331,2,740652,0,0,0,195,1,1,5,0,486618,101084,30.86,62.26,383,2,0,85,2,-1,0,1,16.28,4,0,934,1,1,9,-7,0,0,0,87,197452.65,17,0,4057.35,1,-1,7.75
MO0000031,0,850,782,788,26,20,188,43.44,226900,33575,18031,1,-1,0,0,1,3,115,0,0,100,504678,0,0,154,253.14,729,748,17,5,32.5,311,16,0,65707,0,13,2,4,1,2,0,54.03,730,841,662,11,41.43,0,0,43.41,1,180,1,1,630399,0,83.94,830,755,59,16,1,0,0,2,543302,0,0,0,161,2,1,5,0,126398,123929,37.05,73.54,-1,2,0,0,2,16564.03,0,1,9.22,3,1,575,2,1,7,0,0,0,0,95,140782.31,44,0,5218.38,1,-1,8.0
MO0000032,0,746,759,793,18,25,254,45.91,0,30596,54110,0,0,0,0,3,0,29,0,2,100,380757,1385,0,52,243.96,796,812,13,0,22.68,244,34,0,10252,0,3,3,3,2,1,0,50.02,767,777,702,26,0,1,0,48.34,1,313,0,0,300386,-5,95.56,755,825,100,-1,1,0,93766,1,0,0,0,0,84,1,1,4,0,725535,-1,43.25,47.09,274,2,0,53,0,0,1,1,1.28,-1,0,815,1,0,25,0,0,0,0,72,259536.74,31,1,18411.09,2,-1,7.39
MO0000033,0,814,731,790,17,42,254,60.22,0,127099,11501,0,1,0,0,0,-1,125,0,0,92.71,1144439,1173,0,127,45.03,826,815,11,6,26.36,183,24,0,48683,0,10,0,2,0,1,0,55.99,780,685,850,14,12.82,0,1,53.1,2,246,0,0,165437,0,94.58,840,814,73,39,0,1,56133,1,1026900,0,0,0,0,2,1,-1,0,444497,301669,36.79,56.19,405,1,0,0,1,67855.34,0,0,10.82,2,0,601,1,1,12,1,0,0,0,14,114143.04,31,1,30503.64,2,-1,5.66
MO0000034,0,822,811,768,4,16,430,30.51,0,8815,13251,0,1,0,1,3,0,29,0,0,100,325592,819,0,121,150.36,791,705,20,10,22.35,110,11,0,57662,2,11,2,3,0,1,2239,61.41,762,706,723,0,67.41,0,0,86.68,2,192,0,0,932027,0,78.5,727,781,78,43,1,0,180872,3,384877,0,-1,0,115,1,1,4,1,-1,246558,33.8,75.13,367,3,1,0,0,9543.99,-7,1,8.44,3,0,695,2,0,27,0,0,0,0,64,-1,45,0,0,1,-1,4.37
MO0000035,0,773,809,850,20,44,0,41.51,0,42992,16229,0,0,0,1,7,0,-1,0,1,96.61,551258,2599,0,0,154.34,850,705,5,10,39.3,247,0,0,0,2,9,3,7,0,1,9352,56.08,743,-5,741,19,39.13,0,0,41.39,1,281,0,0,212366,0,88.68,872,857,100,43,1,1,84429,1,195358,0,-7,0,227,2,1,0,0,453072,264106,40.39,107.48,316,1,0,75,0,52042.54,0,0,11.03,4,0,744,2,1,15,-7,0,-7,0,118,132578.96,112,1,6667.73,2,-1,4.06
MO0000036,0,756,831,850,7,28,211,19.75,221930,14862,0,0,0,0,0,2,1,98,0,0,87.31,1384973,9123,0,69,114.35,735,749,10,2,9.01,175,47,2,47429,1,0,1,0,0,2,3688,45.63,735,783,-1,17,1.83,0,0,66.21,3,95,0,1,248325,0,96.94,593,728,86,0,1,1,197432,3,819725,0,0,0,173,1,1,0,0,611600,21777,19.07,63.6,353,3,0,78,2,54320.8,0,0,7.47,2,0,689,2,0,37,0,-1,0,0,120,151192.54,63,1,0,2,-1,5.5
MO0000037,-7,728,659,698,26,35,320,0,623266,2663,130138,0,0,0,1,3,2,8,0,0,100,288171,1844,0,117,112.46,784,736,11,4,58.59,78,25,1,32443,2,37,2,0,3,1,1257,52.47,-5,616,763,11,14.49,0,-7,58.56,-7,279,0,1,292452,0,84.05,718,767,76,184,1,1,72535,2,0,0,0,0,40,1,1,3,0,159975,166331,37.74,67.02,367,2,0,27,3,6108.41,-1,0,7.83,3,1,589,2,0,44,0,0,0,0,11,0,62,0,0,2,-1,6.97
MO0000038,0,832,849,850,16,40,202,75.25,266714,0,11332,-1,0,0,0,0,0,0,0,0,92.98,136827,0,0,15,185.16,850,749,11,4,60.55,280,27,1,49890,0,0,-5,0,0,1,2220,52.27,850,609,819,22,81.6,-7,0,63.02,2,35,0,2,436280,0,100,689,769,62,101,2,1,214719,0,419447,0,0,0,200,1,1,2,1,22343,25996,32.34,85.54,346,5,1,33,2,20124.09,0,0,16.73,3,0,580,-1,1,41,0,0,0,0,65,40616.82,88,1,0,2,-1,6.36
MO0000039,0,814,850,801,21,29,192,16.26,96014,0,56220,0,1,0,0,2,0,122,0,0,99.22,1045220,3774,0,97,138.25,785,850,24,8,15.15,208,12,1,0,1,0,1,1,1,2,7938,55.05,738,863,704,8,25.12,1,1,-1,2,12,1,2,65804,0,100,723,773,100,192,3,1,84631,0,0,0,0,0,-7,1,1,8,0,629532,90388,19.6,78.73,446,3,0,7,0,40804.79,1,0,2.85,4,1,747,1,1,47,0,-7,0,0,81,35917.88,122,0,0,-7,-1,7.83
MO0000040,0,772,786,850,10,24,294,20.8,324610,856,0,0,0,0,1,4,3,133,0,-7,96.86,881812,0,0,24,222.67,841,765,0,7,1.59,359,48,0,0,0,16,0,2,0,2,6292,44.68,829,772,739,-1,35.62,0,0,65.77,2,197,0,0,139350,0,76.15,802,804,46,0,1,1,130313,3,847400,0,0,0,-7,1,1,7,1,183645,150556,40.19,81.49,275,2,0,0,2,12118.94,1,1,17.64,3,0,694,2,1,43,0,0,0,0,48,313069.66,0,0,6742.79,3,-1,4.46
MO0000041,0,748,781,720,20,-1,136,30.73,54467,38380,744,0,-7,0,0,0,2,0,0,3,85.1,947595,0,0,120,177.95,798,808,21,4,66.94,358,24,1,0,2,-7,1,0,1,4,0,59.91,761,715,753,17,25.07,1,0,62.75,2,272,1,0,806425,0,82.97,858,743,77,30,0,1,84839,0,928231,0,0,0,-5,2,1,10,-7,0,138450,17.32,93.23,344,2,0,43,0,62982.68,1,1,4.88,3,0,787,2,1,14,0,0,0,0,95,0,46,0,0,1,-1,5.0
