ACCOUNT_ID,PERF_TARGET_90DPD_24M,FICOCV2,FICOCV3,VANTAGE4,TOT_OPEN_TL,TOT_TL,OLDEST_TL_MTHS,REVOL_UTIL,TOT_BAL,REVOL_BAL,INSTALL_BAL,NUM_30DPD_12M,NUM_60DPD_12M,NUM_90DPD_24M,WORST_DPD_12M,NUM_INQ_6M,NUM_NEW_TL_12M,MONTHS_SINCE_DLQ,NUM_PUBLIC_RECORDS,NUM_COLLECTIONS,PCT_TL_CURRENT,TOT_HI_CRED,TOT_MONTHLY_PMT,NUM_BANKRUPT,MTHS_SINCE_BANKRUPT,AVG_TL_AGE_MTHS,EFX_BEACON_5,EFX_BEACON_9,EFX_TOT_REV_TL,EFX_TOT_INST_TL,EFX_REV_UTIL_PCT,EFX_MTHS_OLDEST_TL,EFX_NUM_SATISF_TL,EFX_NUM_DEROG_TL,EFX_TOT_BAL_EXCL_MORT,EFX_NUM_DPD30_EVER,EFX_MAX_DPD_24M,EFX_NUM_INQ_3M,EFX_NUM_INQ_12M,EFX_OPEN_AUTO_TL,EFX_OPEN_MTG_TL,EFX_TOT_PAST_DUE_AMT,EFX_DEBT_TO_INC_RATIO,TU_FICO8,TU_FICO_AUTO8,TU_CV_LINK_SCORE,TU_TOT_OPEN_TL,TU_REVOL_UTIL,TU_NUM_30DPD_24M,TU_NUM_90DPD_EVER,TU_CV_PAYMENT_VELOCITY,TU_CV_BAL_TREND_24M,TU_MTHS_SINCE_OLDEST,TU_NUM_COLLECTIONS,TU_NUM_NEW_TL_6M,TU_TOT_BAL,TU_NUM_BANKRUPT,TU_PCT_TL_NEVER_DLQ,LN_RISKVIEW_SCORE,LN_RISKVIEW_LIENS_SCORE,LN_ADDR_STABILITY,LN_MTHS_AT_CURR_ADDR,LN_NUM_ADDR_CHANGES_5Y,LN_PROPERTY_OWNER,LN_EST_INCOME,LN_NUM_PROP_DEEDS,LN_TOT_PROP_VALUE,LN_NUM_TAX_LIENS,LN_NUM_EVICTIONS,LN_NUM_FELONIES,LN_FRAUD_POINT_SCORE,LN_ID_VERIFICATION,LN_PHONE_VERIFICATION,LN_NUM_ASSOC_ADDR,LN_PROF_LICENSE,INT_APP_REQUESTED_AMT,INT_APP_STATED_INCOME,INT_DTI_RATIO,INT_LTV_RATIO,INT_TERM_MONTHS,INT_APP_CHANNEL,INT_EXISTING_CUST,INT_MTHS_RELATIONSHIP,INT_NUM_EXISTING_ACCTS,INT_CHECKING_BAL_AVG_3M,INT_NUM_NSF_6M,INT_DIRECT_DEPOSIT,INT_EMPLOYMENT_LENGTH_YRS,INT_HOUSING_STATUS,INT_PREV_APPS_12M,INT_INTERNAL_SCORE,INT_APPL_PURPOSE,INT_COBORROWER_FLAG,INT_STATE,PERF_TARGET_30DPD_12M,PERF_TARGET_60DPD_12M,PERF_TARGET_CHARGEOFF_24M,PERF_WORST_DPD_12M,PERF_MONTHS_ON_BOOK,PERF_CURRENT_BAL,PERF_NUM_PMTS_MADE,PERF_NUM_MISSED_PMTS,PERF_LOSS_AMOUNT,PERF_ACCOUNT_STATUS,PERF_ORIGINATION_DATE,PERF_INTEREST_RATE
PE0000011,0,630,764,822,15,-7,113,75.14,61971,51937,-1,1,1,2,2,8,3,0,1,0,84.96,0,2035,0,2,169.39,850,765,2,2,40.68,361,26,0,0,0,49,-7,4,1,1,273,-7,774,671,744,12,50.71,0,1,67.42,4,110,5,3,2183,-1,56.86,-5,868,60,0,1,-7,4051,1,0,0,-7,0,98,1,0,4,0,16885,0,78.02,-1,1,3,1,103,3,9776.58,0,0,8.28,3,0,775,8,0,45,0,0,0,0,17,20772.27,22,8,1703.46,1,-1,0
PE0000012,0,588,630,688,15,27,86,82.18,-1,8116,7354,2,0,2,0,3,0,125,0,1,100,144211,1247,0,-1,27.95,839,693,1,0,71.34,44,-1,-1,68094,0,0,-7,3,1,1,777,56.02,735,613,-1,10,16.16,0,0,65.84,3,45,0,5,0,0,94.6,768,794,57,0,2,0,-1,2,254978,0,0,0,364,1,1,0,0,28863,65890,44.85,-1,-7,1,1,34,0,0,0,1,7.25,4,3,517,6,1,32,0,0,0,0,7,2972.61,6,3,1197.74,2,-1,11.08
PE0000013,0,825,673,720,0,29,242,35.64,51923,43608,11611,0,1,1,0,3,4,69,0,2,82.55,364151,2353,1,110,29.71,659,747,7,8,67.47,0,7,0,35184,0,18,0,2,1,1,3624,27.55,850,714,746,1,18.71,0,0,5.78,2,282,3,0,-5,0,100,706,781,14,112,4,0,20829,0,514088,1,0,0,119,3,0,0,1,11594,27101,0,-1,55,2,1,0,3,2720.88,2,-7,0.58,2,3,601,8,0,51,1,0,0,0,3,19122.9,17,3,0,1,-1,0
PE0000014,0,750,784,690,13,24,111,91.78,0,0,56808,2,0,0,0,3,2,0,0,2,79.89,0,3730,0,63,96.04,732,640,0,4,46.34,82,22,4,39675,2,11,0,3,1,0,2474,32.93,766,691,559,10,35.97,0,0,36.07,3,165,1,4,119038,0,-5,810,834,63,78,2,1,120124,0,463714,1,0,-5,0,1,0,7,0,26842,96317,34.52,-1,66,3,0,0,3,18462.82,0,0,1.19,2,0,965,6,0,34,0,0,0,0,28,26275.46,22,0,1124.42,3,-1,13.3
PE0000015,0,850,839,785,11,6,231,56.01,113972,14458,0,0,0,1,1,0,7,0,0,3,73.07,227604,2365,0,58,48.31,682,675,7,3,60.78,245,21,0,35622,5,41,3,12,0,0,0,53.28,802,678,554,5,53.9,2,0,47.51,4,161,1,3,28144,0,85.83,663,831,47,0,4,0,65147,1,0,1,0,1,268,2,1,10,0,21716,80016,35.85,-1,11,1,1,0,3,14725.0,0,1,10.76,2,2,508,3,1,35,0,0,0,0,36,6529.82,6,1,860.19,1,-1,6.5
PE0000016,0,850,771,687,20,24,175,21.9,0,13690,6755,0,0,0,0,5,0,-7,0,1,100,289017,1401,0,122,32.6,749,850,0,4,46.02,244,22,1,2635,2,79,0,0,0,0,0,49.91,746,730,850,14,90.98,0,1,49.08,2,254,4,0,4246,0,100,744,775,73,0,7,1,101146,0,97306,1,-7,1,0,2,1,8,0,30142,54438,38.9,-1,49,1,0,71,4,21568.08,-7,0,1.57,2,2,711,6,0,34,0,0,0,0,33,0,35,0,0,3,-1,3.83
PE0000017,0,790,793,808,16,20,342,28.53,0,32178,58600,0,0,0,-1,0,4,-1,1,1,100,266940,-1,0,39,0,701,709,7,10,21.85,165,1,0,105479,6,17,1,5,0,-5,0,66.04,700,616,618,6,74.96,0,0,70.71,1,117,5,4,63244,0,32.13,798,821,52,2,0,1,39874,0,240668,0,0,0,171,1,1,7,0,13987,80567,47.76,-1,31,4,1,14,4,18355.68,2,1,11.08,3,0,565,6,1,9,0,0,0,0,8,8330.51,17,4,0,1,-1,4.96
PE0000018,0,779,850,850,0,11,236,58.52,0,74029,16903,1,0,0,1,4,2,0,0,2,85.57,0,1335,0,96,74.01,818,847,2,-7,-7,122,0,0,15307,8,26,6,1,0,-5,990,21.45,793,779,755,15,8.15,0,0,30.2,3,137,1,2,50952,0,100,651,724,100,65,2,0,145579,1,302234,1,0,0,377,1,1,9,0,37304,36183,38.82,-1,32,2,0,0,0,0,2,0,4.19,3,2,842,3,0,29,0,0,0,0,23,7193.67,29,-7,4215.6,2,-1,7.81
PE0000019,1,653,807,595,-7,0,179,95.11,0,949,0,0,1,1,0,-1,8,88,1,5,29.04,106842,2559,0,56,-7,660,796,0,10,118.74,0,30,0,38355,-5,11,4,10,0,1,5274,38.12,705,466,587,0,79.48,5,0,37.84,1,161,1,2,256046,0,33.68,-1,686,53,52,0,1,38980,2,0,0,1,0,130,1,0,10,0,44431,46759,20.73,-1,31,2,0,33,2,0,0,0,0.95,2,2,683,4,1,8,0,0,0,0,42,12801.49,40,0,3183.68,3,-1,15.15
PE0000020,-1,581,556,680,4,14,131,67.02,72045,489,0,3,2,-7,1,8,1,23,0,0,48.12,139081,1986,0,0,47.87,574,544,11,7,7.69,256,27,0,72056,-5,29,0,4,1,1,1856,48.24,572,472,475,22,0,1,1,18.01,1,13,4,3,27960,0,51.12,650,678,86,2,5,1,103229,0,234784,0,0,0,235,2,1,2,0,-7,49163,46.38,-1,46,-7,1,123,3,6737.21,7,1,5.0,2,0,603,6,0,37,0,0,0,1,9,6709.2,10,5,0,1,-1,13.43
PE0000021,0,802,814,850,12,17,141,26.61,49626,33152,97467,0,0,0,0,5,3,44,0,0,100,293007,0,0,101,107.57,754,850,11,10,36.1,106,20,1,6759,3,20,0,2,1,0,0,43.61,850,659,630,7,37.61,0,2,7.36,1,190,0,0,121821,1,97.43,770,695,61,0,1,0,66563,0,324848,0,1,0,226,3,1,0,0,6625,9184,40.25,-1,23,2,1,27,3,14882.34,2,1,9.11,2,2,682,7,0,28,0,0,0,-1,16,14806.56,9,1,-1,3,-1,0
PE0000022,0,672,753,639,0,8,0,40.63,146335,13475,74955,0,0,0,1,7,0,0,0,1,100,117220,1972,1,23,29.65,850,810,7,11,58.88,151,3,0,82634,0,3,3,4,1,2,0,86.29,730,606,681,3,73.08,2,1,53.93,1,128,0,3,0,0,60.45,617,714,48,106,2,0,32818,0,164432,0,1,1,385,1,0,8,0,15396,101463,29.69,-1,29,4,1,82,-7,19278.11,3,1,8.59,3,0,911,7,0,34,0,-1,-7,0,32,7312.94,0,0,-1,2,-1,0.22
PE0000023,0,697,768,823,11,35,17,-7,0,39317,111374,0,0,1,0,1,2,3,0,3,39.99,389875,499,0,34,0,-7,724,6,8,58.49,37,28,1,0,1,0,5,0,0,0,0,71.88,850,819,-5,18,10.49,0,0,64.62,3,0,1,5,0,0,100,831,709,77,51,6,1,84718,1,0,0,0,0,331,1,1,1,0,14137,58346,37.83,-1,20,2,0,87,2,0,0,0,11.2,3,-7,457,6,0,11,-7,0,0,0,50,10364.75,16,1,0,1,-1,11.32
PE0000024,0,756,604,762,3,28,29,0,0,8660,53274,1,1,0,1,8,0,35,1,1,85.28,164947,3839,0,94,0,822,803,12,8,79.86,259,6,1,4472,0,40,1,7,0,0,-7,49.48,751,806,678,12,34.73,0,0,45.73,2,161,0,2,39261,0,52.26,713,634,52,0,4,0,79967,3,53870,0,0,0,347,1,1,6,0,1699,50360,32.06,-1,32,3,-7,88,2,16423.87,7,0,7.0,-1,2,600,9,0,15,0,0,0,0,26,21567.89,15,5,0,-7,-1,6.13
PE0000025,0,850,781,667,0,34,49,39.64,59097,-7,27799,0,1,0,2,4,2,97,0,0,100,0,3294,0,187,53.28,695,814,5,9,-5,138,13,3,74086,0,81,5,7,0,1,0,31.86,799,759,822,7,102.02,0,0,56.07,1,173,0,-5,0,0,92.27,864,775,72,0,7,1,96831,1,116111,1,0,-5,0,3,1,9,1,17015,43641,52.73,-1,72,3,1,11,4,2972.01,0,0,9.3,3,2,504,7,0,20,0,0,0,0,36,12454.11,11,2,0,5,-1,19.5
PE0000026,0,605,724,758,3,30,94,-1,70719,25755,0,0,0,0,0,5,0,-1,0,2,100,188378,1919,0,88,12.69,744,679,3,14,76.69,239,13,-7,79913,3,0,3,7,0,1,2930,13.99,850,794,614,9,30.23,0,0,79.21,3,228,0,2,39424,0,100,900,664,75,82,4,1,14670,3,403834,1,0,0,335,1,0,6,1,12778,77101,52.7,-1,58,1,1,70,2,14156.72,4,0,2.68,3,3,944,6,1,1,0,0,0,0,23,8175.78,4,2,999.78,3,-1,2.03
PE0000027,0,850,830,850,2,2,13,61.12,253543,7415,-7,0,1,0,5,0,2,30,0,0,77.16,94728,534,0,112,97.58,697,732,7,6,60.1,110,25,0,0,0,50,5,0,2,1,6266,61.9,784,628,766,9,52.07,0,0,19.63,2,37,0,1,59103,0,79.39,696,692,40,22,6,0,10426,1,362644,1,0,0,127,1,1,8,0,0,71508,49.38,-1,43,1,1,105,1,6159.79,1,1,0,3,4,519,1,1,35,0,0,0,0,37,20689.2,10,-7,2923.33,3,-1,15.99
PE0000028,0,850,713,763,1,16,198,10.32,53764,0,94291,0,1,0,0,0,3,76,0,2,100,0,515,0,96,44.35,707,734,9,6,19.09,221,26,3,14905,0,56,4,-7,1,0,0,63.77,759,729,850,12,70.6,0,2,68.02,2,124,4,1,0,0,56.96,733,774,58,23,0,1,148176,0,199957,0,1,0,91,1,1,8,0,14887,65682,-1,-1,25,1,0,0,1,0,3,1,8.72,3,0,531,6,1,11,-1,0,0,1,59,0,25,0,0,1,-1,10.47
PE0000029,0,850,680,746,16,23,216,0,35139,13832,0,1,-7,1,2,5,6,0,0,1,61.84,471637,2423,0,27,7.36,744,809,5,3,49.13,0,11,3,0,0,38,2,12,2,0,-1,46.4,688,-5,621,0,43.28,0,1,36.49,2,280,3,4,139831,0,100,770,713,39,8,0,1,45119,0,196405,0,0,0,363,-1,1,7,0,20601,86023,8.25,-1,53,4,1,103,2,6977.14,2,0,6.76,2,0,392,5,0,34,0,0,0,1,30,-7,13,0,4282.61,4,-1,22.08
PE0000030,0,839,746,724,17,22,206,16.03,110361,44890,0,0,0,0,1,0,1,58,0,3,78.77,0,0,0,9,93.85,791,738,1,11,16.24,113,14,0,8714,4,17,3,10,0,0,0,11.08,716,746,656,9,64.1,0,0,63.25,3,153,0,6,0,0,33.87,566,717,30,214,1,0,44884,2,162014,0,0,0,334,3,1,8,0,0,21376,53.0,-1,40,2,0,-7,0,4060.93,-1,1,0.85,3,1,784,4,1,1,0,0,-7,1,19,11517.22,5,0,6102.67,2,-1,15.58
PE0000031,0,727,850,-7,0,28,152,8.97,53897,11243,42929,1,0,1,0,0,5,0,0,3,78.31,366322,2578,0,0,63.94,799,739,9,10,26.58,121,12,0,102382,5,0,-7,5,1,0,1377,47.59,700,702,703,0,28.96,1,0,32.56,2,159,0,2,74990,0,100,806,839,51,32,2,0,45343,0,410251,1,0,0,283,1,1,0,0,29879,25557,43.61,-1,48,3,0,108,2,0,0,1,6.69,2,1,463,4,0,9,0,0,0,0,39,0,22,8,0,2,-1,5.99
PE0000032,0,850,786,814,7,27,33,53.98,0,48737,0,3,1,1,3,4,0,0,0,0,52.62,273468,1298,0,21,63.14,757,780,3,11,42.61,42,6,0,73381,0,0,0,5,1,0,1354,17.77,711,531,698,4,60.63,1,1,32.28,3,190,3,0,37380,0,81.41,900,739,46,32,4,1,58155,0,402409,0,0,1,457,2,1,0,1,13632,59765,16.21,-1,60,3,0,71,3,9851.62,1,1,9.08,1,0,558,5,0,34,0,0,0,0,16,3699.16,36,0,317.84,1,-1,11.76
PE0000033,0,738,850,702,17,23,193,26.09,123220,-1,20612,0,1,0,1,0,0,-7,1,2,71.26,63084,2678,0,64,0.37,663,656,12,1,39.34,141,19,2,46038,6,0,1,0,0,0,-5,26.89,755,823,803,6,179.12,0,1,61.83,1,15,3,3,-5,0,39.6,719,766,84,0,5,0,59040,1,506888,1,0,0,-1,2,1,0,0,6145,87504,37.87,-1,37,1,0,30,3,0,4,1,4.78,3,1,857,1,0,22,0,0,0,1,2,8626.54,58,0,0,4,-1,12.17
PE0000034,0,823,758,824,14,20,182,61.81,178564,4749,26643,0,0,0,1,0,4,54,0,0,100,87445,842,0,41,126.15,833,-5,5,7,99.49,134,28,1,64744,5,23,2,4,0,1,0,72.84,750,784,-5,16,26.82,0,2,38.13,3,263,4,2,59843,1,45.04,687,588,78,82,2,1,101088,1,488017,0,0,0,-7,1,1,-7,0,7714,115582,8.69,-1,33,3,0,34,4,0,1,0,12.45,2,2,758,8,0,2,1,0,0,1,21,25650.3,22,0,2052.63,2,-1,20.39
PE0000035,0,802,690,747,9,11,166,48.41,34066,0,53707,0,0,0,3,0,0,52,1,0,72.08,329484,411,0,16,76.47,850,617,9,5,43.44,44,12,0,19626,0,23,0,1,2,0,0,75.78,850,610,850,5,129.43,3,0,22.08,1,153,1,1,46360,0,86.52,791,690,71,69,5,0,37402,2,444715,0,1,0,247,1,1,5,0,8958,59862,52.98,-1,40,3,1,159,3,9382.67,0,1,0,3,0,919,6,-7,34,0,0,0,0,13,20071.25,4,0,0,1,-1,14.62
PE0000036,0,799,637,850,9,20,174,38.57,0,7219,25834,0,0,0,1,4,3,1,0,2,100,0,4820,0,43,57.06,812,696,6,3,53.37,279,9,3,57035,3,58,0,-1,2,0,0,37.04,772,665,725,15,138.92,0,-5,64.25,2,0,3,1,149973,0,56.52,888,734,74,26,1,1,79464,1,58158,0,0,0,497,2,1,11,0,32609,4482,52.79,-1,76,3,0,0,6,6856.9,0,1,6.68,1,3,637,7,0,23,0,0,1,0,48,20808.49,48,1,0,5,-1,5.62
PE0000037,1,679,584,775,8,20,196,34.18,95134,32438,20944,0,1,0,1,7,0,51,0,3,100,59232,1941,0,107,157.04,518,547,4,7,63.37,0,15,1,79566,3,101,3,7,1,0,9331,0,-4,592,599,9,7.89,1,0,50.45,1,9,2,5,28947,0,71.58,755,612,67,104,0,1,89013,1,28508,1,0,0,415,2,0,1,0,12142,62396,45.83,-1,33,3,1,31,0,13412.87,1,1,6.07,1,2,605,6,0,12,0,0,0,0,29,13555.88,21,0,3319.08,1,-1,10.53
PE0000038,0,850,694,667,13,35,255,23.18,71527,69815,16479,3,0,1,2,1,2,50,0,0,44.6,33781,1943,1,22,0,728,-5,12,5,45.76,293,14,1,97333,0,35,2,3,2,0,3545,60.27,615,750,760,11,58.35,0,1,2.38,2,42,2,5,51390,0,100,658,614,36,57,4,0,110201,1,182935,0,0,0,22,1,1,7,-1,14735,15469,27.74,-1,51,2,1,0,0,0,0,0,0.02,4,0,679,1,0,12,0,0,0,0,28,16594.89,27,4,0,1,-1,7.09
PE0000039,0,775,616,753,7,15,0,43.31,0,37635,0,0,0,0,2,0,0,105,0,0,98.94,87976,1837,1,44,137.87,709,738,7,5,74.85,179,0,0,0,3,0,0,0,1,0,0,13.2,689,661,695,10,55.78,-7,2,98.45,3,80,0,3,0,0,100,707,765,42,28,1,0,92789,1,40235,1,0,1,214,2,1,8,0,23115,19198,47.36,-1,53,3,0,49,1,217.95,-1,1,0,2,1,759,7,0,17,0,0,0,2,-1,2041.01,19,0,4215.26,3,-1,12.75
PE0000040,1,663,640,560,-1,21,15,44.91,189853,28530,0,1,3,0,0,3,5,135,0,4,100,0,0,1,55,17.38,631,603,8,10,80.44,362,26,0,127347,0,37,0,2,1,0,6219,0,687,641,-1,0,11.29,2,3,31.78,2,-5,2,0,0,0,100,621,651,54,32,3,0,82529,0,277073,0,1,0,395,1,1,8,0,6350,50139,28.85,-1,31,4,0,44,1,13092.71,0,0,2.92,5,1,775,12,0,41,-7,0,0,1,24,9606.06,7,1,1478.41,1,-1,16.13
PE0000041,0,-3,740,-1,15,21,87,0,317451,29837,136031,3,0,1,-1,0,5,34,0,-1,84.81,0,3295,0,150,24.2,713,-1,7,6,18.8,91,6,0,29166,0,0,4,0,0,0,0,50.72,620,749,820,5,67.34,0,1,53.38,3,138,0,2,183546,0,96.92,741,780,-7,46,3,0,21833,2,337488,0,0,-5,232,2,0,6,0,0,142045,12.36,-1,57,1,0,29,1,2773.82,1,-1,3.02,2,1,663,3,1,13,0,0,0,1,21,16325.44,37,0,0,3,-1,17.41
PE0000042,0,786,749,683,8,27,196,52.61,172693,22250,20001,2,0,-7,2,0,6,48,0,1,100,190873,3195,1,93,65.94,754,732,2,2,36.35,0,27,0,42784,0,0,2,8,2,0,0,41.35,713,718,850,7,79.61,0,0,19.83,3,176,3,-5,113426,0,57.37,638,647,85,118,2,0,101805,2,223463,0,0,0,111,1,0,12,-7,23606,85558,37.9,-1,25,2,0,0,0,5477.14,1,0,3.55,5,1,649,4,0,1,0,0,0,-7,24,0,36,2,0,3,-1,7.31
